Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Duration_format,Genre_format,Producers_format,Studios_format
Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26,"GDH, Sotsu Music Publishing",Gonzo,Other,26 min. per ep.,26,Sci-Fi,GDH,Gonzo
Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,"Kadokawa Shoten, A-Line",Bones,Light novel,23 min. per ep.,23,Comedy,Kadokawa Shoten,Bones
s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,Yomiko Advertising,Sunrise,Original,24 min. per ep.,24,Action,Yomiko Advertising,Sunrise
Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,"TBS, Rondo Robe, Movic",J.C.Staff,Visual novel,24 min. per ep.,24,Action,Movic,J.C.Staff
Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,"TV Asahi, Animax",Toei Animation,Manga,23 min. per ep.,23,Comedy,TV Asahi,Toei Animation
Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,"Studio Izena, MediaNet",Studio Deen,Manga,24 min. per ep.,24,Comedy,MediaNet,Studio Deen
Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,TV Asahi,Madhouse,Manga,23 min. per ep.,23,Comedy,TV Asahi,Madhouse
Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,TV Tokyo Music,Studio Pierrot,Manga,25 min. per ep.,25,Action,TV Tokyo Music,Studio Pierrot
Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",OVA,4,Discovery,Seven Arcs,Visual novel,28 min. per ep.,28,Adventure,Discovery,Seven Arcs
Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,"NHK, Kodansha",Bee Train,Manga,25 min. per ep.,25,Action,Kodansha,Bee Train
Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26,"WAO World, Studio Jack",Production Reed,Manga,24 min. per ep.,24,Comedy,Studio Jack,Production Reed
Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"GDH, Dentsu, Media Factory",Gonzo,Original,22 min. per ep.,22,Action,Dentsu,Gonzo
Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"GDH, Dentsu, Media Factory",Gonzo,Original,22 min. per ep.,22,Action,Dentsu,Gonzo
Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,"TV Tokyo, Bandai Visual",Sunrise,Original,24 min. per ep.,24,Fantasy,TV Tokyo,Sunrise
Whistle!,7.39,"School, Shounen, Sports",TV,39,Marvelous,Studio Comet,Manga,24 min. per ep.,24,Shounen,Marvelous,Studio Comet
Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,Happinet Pictures,Toei Animation,Game,23 min. per ep.,23,Action,Happinet Pictures,Toei Animation
Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",TV,26,"OB Planning, Fuji TV","Gallop, Studio Comet",Manga,25 min. per ep.,25,Action,Fuji TV,Gallop
Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",TV,13,"OB Planning, Fuji TV",Pastel,Manga,23 min. per ep.,23,Action,Fuji TV,Pastel
Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,OB Planning,Studio Deen,Manga,1 hr. 45 min.,105,Action,OB Planning,Studio Deen
Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,"Production I.G, TV Tokyo, Yomiko Advertising",Xebec,Manga,23 min. per ep.,23,Comedy,TV Tokyo,Xebec
Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,"Starchild Records, Audio Tanaka",Xebec,Manga,30 min. per ep.,30,Comedy,Starchild Records,Xebec
Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Special,1,Yomiko Advertising,Xebec,Manga,46 min.,46,Comedy,Yomiko Advertising,Xebec
Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",J.C.Staff,Light novel,24 min. per ep.,24,Comedy,KlockWorx,J.C.Staff
Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,Bandai Visual,Satelight,Original,30 min. per ep.,30,Sci-Fi,Bandai Visual,Satelight
Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,"Bandai Visual, Genco",Daume,Original,23 min. per ep.,23,Comedy,Bandai Visual,Daume
Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,"Bandai Visual, Genco, Lantis",Daume,Original,25 min. per ep.,25,Comedy,Lantis,Daume
Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,m.o.e.,"Madhouse, Imagin",Manga,15 min. per ep.,15,Comedy,m.o.e.,Madhouse
Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24,"TV Asahi, WAO World, TAP",Gonzo,Original,23 min. per ep.,23,Action,TV Asahi,Gonzo
Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Movie,1,Toho,Studio Ghibli,Original,2 hr. 5 min.,125,Drama,Toho,Studio Ghibli
Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",OVA,6,Shueisha,Production I.G,Manga,29 min. per ep.,29,Comedy,Shueisha,Production I.G
Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,"Bandai Visual, Asatsu DK, Fuji TV",Bones,Original,23 min. per ep.,23,Action,Bandai Visual,Bones
Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5,Green Bunny,Arms,Visual novel,30 min. per ep.,30,Fantasy,Green Bunny,Arms
Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,Original,24 min. per ep.,24,Comedy,Fuji TV,Manglobe
Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,"Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,Novel,24 min. per ep.,24,Action,Kadokawa Shoten,AIC
Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,"Kadokawa Shoten, TBS, Marubeni",Madhouse,Novel,25 min. per ep.,25,Action,TBS,Madhouse
R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,"Aniplex, SME Visual Works",Studio Deen,Light novel,33 min. per ep.,33,Action,Aniplex,Studio Deen
R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,Light novel,25 min. per ep.,25,Comedy,Aniplex,J.C.Staff
Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",Studio Deen,Manga,24 min. per ep.,24,Comedy,Fuji TV,Studio Deen
Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,Soeishinsha,APPP,Original,1 hr. 24 min.,84,Comedy,Soeishinsha,APPP
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Movie,1,"Geneon Universal Entertainment, I-move",Bones,Visual novel,48 min.,48,Comedy,Geneon Universal Entertainment,Bones
Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,"Starchild Records, Yomiko Advertising, Audio Tanaka",Xebec,Original,23 min. per ep.,23,Comedy,Starchild Records,Xebec
Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,"TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka",Xebec,Original,1 hr. 19 min.,79,Comedy,TV Tokyo,Xebec
Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",OVA,2,Green Bunny,Arms,Original,30 min. per ep.,30,Comedy,Green Bunny,Arms
Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures",Arms,Original,25 min. per ep.,25,Comedy,Shochiku,Arms
Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,Fuji TV,Toei Animation,Manga,24 min. per ep.,24,Comedy,Fuji TV,Toei Animation
Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,Fuji TV,Toei Animation,Manga,23 min. per ep.,23,Comedy,Fuji TV,Toei Animation
Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,"VAP, Genco",Arms,Manga,25 min. per ep.,25,Action,Genco,Arms
FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,"Starchild Records, GANSIS","Gainax, Production I.G",Original,25 min. per ep.,25,Comedy,Starchild Records,Production I.G
Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26,"Aniplex, SKY Perfect Well Think",Studio Deen,Original,25 min. per ep.,25,Supernatural,Aniplex,Studio Deen
Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12,"Toshiba Entertainment, Happinet Pictures",ufotable,Manga,24 min. per ep.,24,Comedy,Happinet Pictures,ufotable
Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27,"VAP, Nippon Television Network",Toei Animation,Manga,24 min. per ep.,24,Comedy,VAP,Toei Animation
Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,"Starchild Records, TV Tokyo Music, Shounen Gahousha","Chaos Project, GANSIS",Manga,12 min. per ep.,12,Comedy,Starchild Records,Chaos Project
Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,"NHK, Kodansha, Sogo Vision, YTV",Madhouse,Manga,25 min. per ep.,25,Comedy,Kodansha,Madhouse
Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26,"TV Tokyo, HoriPro",Tokyo Kids,Manga,24 min. per ep.,24,Adventure,TV Tokyo,Tokyo Kids
E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,Sotsu,Studio Pierrot,Manga,23 min. per ep.,23,Comedy,Sotsu,Studio Pierrot
Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,Original,24 min. per ep.,24,Drama,Aniplex,Bones
Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,Fuji TV,Studio Pierrot,Manga,23 min. per ep.,23,Action,Fuji TV,Studio Pierrot
Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing",Gonzo,Novel,24 min. per ep.,24,Drama,Media Factory,Gonzo
Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12,"Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,Manga,25 min. per ep.,25,Comedy,Lantis,Palm Studio
Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",AIC Spirits,Manga,23 min. per ep.,23,Comedy,Lantis,AIC Spirits
Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,"VAP, Studio Jack",Madhouse,Manga,23 min. per ep.,23,Comedy,VAP,Madhouse
Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,Aniplex,Studio Deen,Manga,22 min. per ep.,22,Comedy,Aniplex,Studio Deen
Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,"Aniplex, Fuji TV",Studio Pierrot,Manga,25 min. per ep.,25,Comedy,Aniplex,Studio Pierrot
Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,"TBS, Kodansha",Studio Deen,Manga,24 min. per ep.,24,Comedy,Kodansha,Studio Deen
Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,Shueisha,Madhouse,Manga,23 min. per ep.,23,Comedy,Shueisha,Madhouse
InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,"Yomiuri Telecasting, Shogakukan",Sunrise,Manga,24 min. per ep.,24,Comedy,Shogakukan,Sunrise
Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,"Yomiko Advertising, Fuji TV",Toei Animation,Manga,23 min. per ep.,23,Comedy,Fuji TV,Toei Animation
Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,NHK,Studio Deen,Light novel,25 min. per ep.,25,Comedy,NHK,Studio Deen
Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,Victor Entertainment,Bee Train,Original,24 min. per ep.,24,Drama,Victor Entertainment,Bee Train
Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,"Bandai Visual, Sotsu",Shin-Ei Animation,Manga,23 min. per ep.,23,Comedy,Bandai Visual,Shin-Ei Animation
Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",OVA,6,Bandai Visual,Shin-Ei Animation,Manga,26 min. per ep.,26,Comedy,Bandai Visual,Shin-Ei Animation
Jungle wa Itsumo Hare nochi Guu Final,7.65,"Slice of Life, Comedy",OVA,7,Bandai Visual,Shin-Ei Animation,Manga,26 min. per ep.,26,Comedy,Bandai Visual,Shin-Ei Animation
Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,13,"Genco, Cosmic Ray, Eye Move, Bushiroad",J.C.Staff,Manga,24 min. per ep.,24,School,Genco,J.C.Staff
Hitsuji no Uta,6.23,"Horror, Drama, Vampire",OVA,4,"Group TAC, KENMedia",Madhouse,Manga,30 min. per ep.,30,Drama,Group TAC,Madhouse
Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,KSS,Studio Hibari,Manga,23 min. per ep.,23,Comedy,KSS,Studio Hibari
Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",TV,13,"KSS, Studio Jack",Studio Hibari,Manga,24 min. per ep.,24,Comedy,Studio Jack,Studio Hibari
Happy☆Lesson: The Final,6.83,"Comedy, Harem, Romance, School",OVA,3,KSS,Studio Hibari,Manga,30 min. per ep.,30,Comedy,KSS,Studio Hibari
Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,75,VAP,Madhouse,Manga,23 min. per ep.,23,Comedy,VAP,Madhouse
Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,"Rondo Robe, d-rights",J.C.Staff,Game,23 min. per ep.,23,Drama,d-rights,J.C.Staff
Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,Tohokushinsha Film Corporation,Madhouse,Game,25 min. per ep.,25,Action,Tohokushinsha Film Corporation,Madhouse
Golden Boy,8.03,"Adventure, Comedy, Ecchi",OVA,6,"KSS, Shueisha",APPP,Manga,29 min. per ep.,29,Comedy,Shueisha,APPP
Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Studio Pierrot,Manga,24 min. per ep.,24,Comedy,Aniplex,Studio Pierrot
Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,"Fuji TV, Pioneer LDC",Gonzo,Manga,23 min. per ep.,23,Action,Fuji TV,Gonzo
Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,"Hal Film Maker, Media Factory, Imagica, Amber Film Works, Imagine",Gonzo,Original,25 min. per ep.,25,Sci-Fi,Media Factory,Gonzo
Noir,7.31,"Action, Mystery, Drama",TV,26,Victor Entertainment,Bee Train,Original,24 min. per ep.,24,Action,Victor Entertainment,Bee Train
Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,"Rondo Robe, Pioneer LDC, Daiei",J.C.Staff,Manga,24 min. per ep.,24,Drama,Pioneer LDC,J.C.Staff
Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,gimik,Gonzo,Original,23 min. per ep.,23,Action,gimik,Gonzo
Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",TV,9,m.o.e.,"Imagin, Studio Live",Original,15 min. per ep.,15,Comedy,m.o.e.,Imagin
Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,"TBS, Pioneer LDC","Gainax, Shaft",Manga,24 min. per ep.,24,Comedy,TBS,Shaft
Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,14,Pioneer LDC,"Gainax, Shaft",Manga,24 min. per ep.,24,Comedy,Pioneer LDC,Shaft
Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",TV,51,"TV Tokyo, MediaNet, Capcom",Group TAC,Game,20 min. per ep.,20,Comedy,TV Tokyo,Group TAC
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,"Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation",TMS Entertainment,Novel,24 min. per ep.,24,Fantasy,Toho,TMS Entertainment
Animal Yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",TV,51,"TV Tokyo, Geneon Universal Entertainment, Dentsu, TV Tokyo Music, Dentsu Tec",Gallop,Manga,23 min. per ep.,23,Comedy,TV Tokyo,Gallop
Akane Maniax,5.74,"Comedy, Mecha, Romance",OVA,3,"Lantis, Age",Silver,Visual novel,27 min. per ep.,27,Comedy,Lantis,Silver
Angel Heart,7.3,"Action, Mystery, Drama, Romance, Seinen",TV,50,Aniplex,TMS Entertainment,Manga,23 min. per ep.,23,Action,Aniplex,TMS Entertainment
Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",TV,12,TV Asahi,Group TAC,Manga,25 min. per ep.,25,Action,TV Asahi,Group TAC
B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,"Tokyo Movie Shinsha, TMS-Kyokuchi",TMS Entertainment,Manga,22 min. per ep.,22,Sci-Fi,Tokyo Movie Shinsha,TMS Entertainment
Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",TV,24,Free-Will,Group TAC,Manga,25 min. per ep.,25,Action,Free-Will,Group TAC
Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,51,"d-rights, Heewon Entertainment",Madhouse,Manga,23 min. per ep.,23,Comedy,d-rights,Madhouse
Comic Party,6.59,"Comedy, Drama",TV,13,KSS,OLM,Visual novel,24 min. per ep.,24,Comedy,KSS,OLM
Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",TV,13,"Bandai Visual, WOWOW",Sunrise,Light novel,26 min. per ep.,26,Action,Bandai Visual,Sunrise
Dear Boys,6.85,"Drama, Shounen, Sports",TV,26,OB Planning,A.C.G.T.,Manga,24 min. per ep.,24,Drama,OB Planning,A.C.G.T.
Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",TV,16,Broccoli,Madhouse,Original,4 min. per ep.,4,Comedy,Broccoli,Madhouse
Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13,"Media Factory, Imagica, KlockWorx",Radix,Original,24 min. per ep.,24,Comedy,KlockWorx,Radix
Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,"Imagica, KlockWorx",Radix,Original,24 min. per ep.,24,Drama,KlockWorx,Radix
Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,38,"Bandai Visual, Nihon Ad Systems, TV Tokyo Music",Madhouse,Manga,25 min. per ep.,25,Comedy,Bandai Visual,Madhouse
Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",TV,12,"Shochiku, Kadokawa Shoten, Toshiba Entertainment",Group TAC,Manga,25 min. per ep.,25,Comedy,Kadokawa Shoten,Group TAC
.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,"Bandai Visual, Yomiko Advertising",Bee Train,Manga,23 min. per ep.,23,Comedy,Bandai Visual,Bee Train
.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",OVA,4,"Bandai Visual, Bandai, CyberConnect2",Bee Train,Original,33 min. per ep.,33,Sci-Fi,Bandai Visual,Bee Train
3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",OVA,4,"Bandai Visual, Kodansha",Toei Animation,Manga,30 min. per ep.,30,Action,Bandai Visual,Toei Animation
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",TV,48,Bandai Visual,OLM,4-koma manga,7 min. per ep.,7,Comedy,Bandai Visual,OLM
Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1,"Bandai Visual, Pony Canyon, Kodansha, Movic, Sega, Imagine",AIC,Original,1 hr. 46 min.,106,Comedy,Bandai Visual,AIC
Abashiri Ikka,5.39,"Action, Comedy, Shounen",OVA,4,Dynamic Planning,Studio Pierrot,Manga,18 min. per ep.,18,Comedy,Dynamic Planning,Studio Pierrot
Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",TV,13,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records","Gainax, Madhouse",Original,24 min. per ep.,24,Comedy,Dentsu,Madhouse
Zettai Shounen,6.94,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",TV,26,"Bandai Visual, Mellow Head, Genco, Ginga Ya, Trilogy Future Studio",Ajia-Do,Original,25 min. per ep.,25,Drama,Bandai Visual,Ajia-Do
Akahori Gedou Hour Rabuge,6.16,"Comedy, Magic, Parody",TV,13,"Lantis, Kadokawa Shoten, Studio Jack, NBCUniversal Entertainment Japan, Audio Tanaka, On The Run",Radix,Original,24 min. per ep.,24,Comedy,Lantis,Radix
Ace wo Nerae!,7.02,"Sports, Drama, Romance, School, Shoujo",TV,26,Mainichi Broadcasting System,"Madhouse, Tokyo Movie Shinsha",Manga,24 min. per ep.,24,Drama,Mainichi Broadcasting System,Madhouse
Ace wo Nerae! 2,6.87,"Drama, Shoujo, Sports",OVA,13,"Bandai Visual, Tokyo Movie Shinsha, Movic",Annapuru,Manga,24 min. per ep.,24,Drama,Bandai Visual,Annapuru
Hand Maid May,6.73,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10,"Geneon Universal Entertainment, Pioneer LDC, Cosmic Ray","TNK, Production Reed",Original,23 min. per ep.,23,Comedy,Geneon Universal Entertainment,Production Reed
Happy World!,6.02,"Ecchi, Fantasy, Comedy, Romance",OVA,3,"KSS, Soft Garage",Zexcs,Manga,30 min. per ep.,30,Comedy,KSS,Zexcs
A Kite,6.56,"Action, Hentai, Police, Drama",OVA,2,"Green Bunny, BEAM Entertainment",Arms,Original,26 min. per ep.,26,Action,Green Bunny,Arms
Najica Dengeki Sakusen,6.0,"Action, Ecchi, Comedy, Sci-Fi",TV,12,"GDH, Media Factory, Nippon Columbia","Studio Fantasia, Amber Film Works",Original,23 min. per ep.,23,Comedy,Media Factory,Studio Fantasia
Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,"Aniplex, Fuji TV",Madhouse,Manga,24 min. per ep.,24,Comedy,Aniplex,Madhouse
Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,13,"WOWOW, Asmik Ace, Tohokushinsha Film Corporation",Madhouse,Original,24 min. per ep.,24,Drama,Tohokushinsha Film Corporation,Madhouse
Kidou Keisatsu Patlabor: On Television,7.69,"Comedy, Mecha, Police, Sci-Fi",TV,47,Tohokushinsha Film Corporation,Sunrise,Original,25 min. per ep.,25,Comedy,Tohokushinsha Film Corporation,Sunrise
Peach Girl,7.0,"Slice of Life, Drama, Romance, School, Shoujo",TV,25,"TV Tokyo, Marvelous, Studio Jack",Studio Comet,Manga,24 min. per ep.,24,Drama,TV Tokyo,Studio Comet
Petshop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",TV,4,"Trans Arts, TBS",Madhouse,Manga,22 min. per ep.,22,Supernatural,TBS,Madhouse
Piano (TV),6.02,"Music, Slice of Life, Drama, Romance, Shoujo",TV,10,"animate Film, Kids Station, Pioneer LDC",OLM,Original,24 min. per ep.,24,Drama,Pioneer LDC,OLM
Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,"Bandai Visual, NHK",Sunrise,Manga,25 min. per ep.,25,Drama,Bandai Visual,Sunrise
Midori no Hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",TV,13,"Bandai Visual, Lantis",Studio Pierrot,Manga,24 min. per ep.,24,Comedy,Lantis,Studio Pierrot
